0 6 0.01816690804866644
1 6 0.016955098395164195
2 6 0.016450158277383217
3 6 0.01604253138200595
0 6 0.010700486516251283
1 6 0.011059382846250253
2 6 0.011957128418280798
3 6 0.01078691105676048
0 6 0.010797483126143823
1 6 0.020521756634388624
2 6 0.008940667265332302
0 6 2.349845949277673
0 6 0.058354900859136284
1 6 0.03476165175740218
2 6 0.03864863502630755
3 6 0.025520617333474195
0 6 0.020984608747484118
0 6 0.0063435040669023385
1 6 0.010675820606757543
2 6 0.0002199281771079564
3 6 0.00023244250216353173
4 6 0.006088870456895119
0 6 0.01278356565650396
1 6 0.012313197016603489
2 6 0.051822738216529766
3 6 0.012508737827849422
4 6 0.010192901449855513
0 6 0.05851072484464473
1 6 0.019383150142238622
2 6 0.030743364443003903
3 6 0.01233584055953266
4 6 0.01118812094948931
0 6 0.00023787929011718348
1 6 0.00022749003646241632
2 6 0.0005497098585201855
3 6 0.0007781430005925566
4 6 0.006520042600539878
0 6 0.0007463239303771173
1 6 0.00021135926966464708
2 6 0.0005742250848516621
3 6 0.005897654317455903
4 6 0.004581207701381342
0 6 0.0002778813630275331
1 6 0.00024661300072268127
2 6 0.049438020843246305
3 6 0.00030517810867575326
4 6 0.000342216237218903
0 6 0.000271989303895817
1 6 0.0034936510004377128
2 6 0.0010958688242841254
3 6 0.0002716359260593855
4 6 0.00022234232627454852
0 6 0.000705148516079811
1 6 0.012101308492329885
2 6 0.015298151372756157
3 6 0.00024557909520374593
4 6 0.009593876256068765
0 6 0.003550919584919527
0 6 0.0007263310040031706
1 6 0.0013226519944915963
2 6 0.008332986019028366
3 6 0.0009600059600731681
4 6 0.0005160658326373274
0 6 0.00020897940461704707
1 6 0.005893725605512207
2 6 0.0002209894146004399
3 6 0.0011312617779871033
4 6 0.00026296577199885605
