0 6 nan
1 6 nan
0 6 nan
1 6 nan
0 6 nan
1 6 nan
0 6 nan
0 6 nan
1 6 nan
0 6 nan
0 6 0.019831366749685348
1 6 0.020150824808225963
0 6 0.01256974640787088
1 6 0.01159978647778851
0 6 0.013596960069036518
1 6 0.012492982571464422
0 6 0.0016807574942371694
1 6 0.0030165216866974293
0 6 0.0018754659751724341
1 6 0.0030631694935609986
0 6 0.002359239500165986
1 6 0.0033962393567066066
0 6 0.6112969636349697
1 6 0.6512969471272427
0 6 0.6372609005145046
1 6 0.6772609006371807
0 6 0.8924802816216174
1 6 0.9126303628553399
0 6 0.6737221455298408
1 6 0.713722187659644
0 6 0.6569222314737457
1 6 0.6969222121574161
0 6 0.6698723344115524
1 6 0.7098723623129699
0 6 0.865718532624345
1 6 0.8858738921305123
0 6 0.7264323637350878
0 6 0.6502075791871675
0 6 0.0007494405070930572
1 6 0.0005083041218618494
0 6 0.0008229197780063989
0 6 0.0004136153548577457
1 6 0.0002941934275416322
0 6 0.0003747984735585454
0 6 0.00026104204476694526
1 6 0.00012569386133089825
0 6 0.0002352525487383381
1 6 0.00034630282883215817
0 6 0.0002170943503928721
1 6 0.000376039102596787
0 6 0.00021598884638253634
1 6 0.0002496017892887696
0 6 0.00015394173613192508
1 6 0.00012785986884252673
0 6 0.0002436391244714158
1 6 0.00025583921537414457
0 6 0.00018461413470538803
1 6 0.00025010081641322176
0 6 0.00014435861832463967
1 6 0.0001411701723749307
